_id,rt,trial_type,trial_index,time_elapsed,internal_node_id,subject,study_id,session_id,__v,response,stimulus,block,chosen_video,chosen_object,leftVideo,rightVideo,explanation
6895364060c1d27b582a0f65,44454,explanation_trial,5,151833,0,5be2dab1dc5b8d0001ce18a9,68953131762dbff38dcaae6a,689533b8b0e973258bfb6b26,0,0,"\n                        <div style=""text-align: center; padding: 20px; max-width: 1000px; margin: 0 auto;"">\n                            <h2 style=""font-size: 28px; margin-bottom: 40px; color: #333;"">\n                                Explain Your Choice\n                            </h2>\n                            \n                            <div style=""display: flex; justify-content: center; align-items: flex-start; gap: 60px; margin: 40px 0;"">\n                                <div style=""text-align: center;"">\n                                    <div style=""font-size: 20px; font-weight: bold; margin-bottom: 15px; color: #28a745;"">Object A (Your Choice)</div>\n                                    <video id=""video1"" src=""/general_assets/videos_familiarobjs/File 8.mp4"" \n                                           style=""width: 350px; height: 250px; object-fit: cover; border-radius: 8px; border: 4px solid #28a745;""\n                                           muted autoplay loop>\n                                    </video>\n                                </div>\n                                \n                                <div style=""text-align: center;"">\n                                    <div style=""font-size: 20px; font-weight: bold; margin-bottom: 15px; color: #8C1515;"">Object B</div>\n                                    <video id=""video2"" src=""/general_assets/videos_familiarobjs/File 9.mp4"" \n                                           style=""width: 350px; height: 250px; object-fit: cover; border-radius: 8px; border: 2px solid #8C1515;""\n                                           muted autoplay loop>\n                                    </video>\n                                </div>\n                            </div>\n                            \n                            <div style=""margin-top: 40px; max-width: 800px; margin-left: auto; margin-right: auto;"">\n                                <h3 style=""font-size: 22px; margin-bottom: 20px; color: #333;"">\n                                    Please explain why you chose Object A as more complex:\n                                </h3>\n                                <textarea id=""explanation-text"" \n                                          placeholder=""Type your explanation here..."" \n                                          style=""width: 100%; height: 150px; padding: 20px; border: 2px solid #8C1515; border-radius: 8px; font-size: 16px; font-family: Arial, sans-serif; resize: vertical; box-sizing: border-box;""\n                                          required></textarea>\n                            </div>\n                        </div>\n                    ",,,,File 8.mp4,File 9.mp4,"Object A seems to have more elements to it, an attachment, a taper shape, a flat portion, a cut out section."
6895364060c1d27b582a0f67,23616,comparison_trial,6,175454,0,5be2dab1dc5b8d0001ce18a9,68953131762dbff38dcaae6a,689533b8b0e973258bfb6b26,0,0,"\n                        <div style=""text-align: center; padding: 20px; max-width: 1000px; margin: 0 auto;"">\n                            <h2 style=""font-size: 28px; margin-bottom: 40px; color: #333;"">\n                                Which object is more complex?\n                            </h2>\n                            \n                            <div style=""display: flex; justify-content: center; align-items: flex-start; gap: 60px; margin: 40px 0;"">\n                                <div style=""text-align: center;"">\n                                    <div style=""font-size: 20px; font-weight: bold; margin-bottom: 15px; color: #8C1515;"">Object A</div>\n                                    <video id=""video1"" src=""/general_assets/videos_familiarobjs/File 3.mp4"" \n                                           style=""width: 350px; height: 250px; object-fit: cover; border-radius: 8px; border: 2px solid #8C1515;""\n                                           muted loop>\n                                    </video>\n                                </div>\n                                \n                                <div style=""text-align: center;"">\n                                    <div style=""font-size: 20px; font-weight: bold; margin-bottom: 15px; color: #8C1515;"">Object B</div>\n                                    <video id=""video2"" src=""/general_assets/videos_familiarobjs/File 10.mp4"" \n                                           style=""width: 350px; height: 250px; object-fit: cover; border-radius: 8px; border: 2px solid #8C1515;""\n                                           muted loop>\n                                    </video>\n                                </div>\n                            </div>\n                            \n                            <p id=""instruction-text"" style=""margin-top: 30px; font-size: 18px; color: #666; max-width: 600px; margin-left: auto; margin-right: auto;"">\n                                Please wait for both videos to finish playing before making your choice.\n                            </p>\n                            \n                            <div id=""explanation-section"" style=""display: none; margin-top: 30px;"">\n                                <h3 style=""font-size: 22px; margin-bottom: 20px; color: #333;"">Please explain your choice:</h3>\n                                <textarea id=""explanation-text"" \n                                          placeholder=""Type your explanation here..."" \n                                          style=""width: 80%; max-width: 600px; height: 120px; padding: 15px; border: 2px solid #8C1515; border-radius: 8px; font-size: 16px; font-family: Arial, sans-serif; resize: vertical;""\n                                          required></textarea>\n                                <br><br>\n                                <button id=""submit-explanation"" class=""jspsych-btn"" style=""font-size: 18px; padding: 15px 30px; background-color: #8C1515; color: white; border: none; border-radius: 8px; cursor: pointer; min-width: 200px;"">\n                                    Continue\n                                </button>\n                            </div>\n                        </div>\n                    ",main_experiment,File 3.mp4,Object A,File 3.mp4,File 10.mp4,
6895364160c1d27b582a0f69,43440,explanation_trial,11,383562,0,5be2dab1dc5b8d0001ce18a9,68953131762dbff38dcaae6a,689533b8b0e973258bfb6b26,0,0,"\n                        <div style=""text-align: center; padding: 20px; max-width: 1000px; margin: 0 auto;"">\n                            <h2 style=""font-size: 28px; margin-bottom: 40px; color: #333;"">\n                                Explain Your Choice\n                            </h2>\n                            \n                            <div style=""display: flex; justify-content: center; align-items: flex-start; gap: 60px; margin: 40px 0;"">\n                                <div style=""text-align: center;"">\n                                    <div style=""font-size: 20px; font-weight: bold; margin-bottom: 15px; color: #8C1515;"">Object A</div>\n                                    <video id=""video1"" src=""/general_assets/videos_familiarobjs/File 9.mp4"" \n                                           style=""width: 350px; height: 250px; object-fit: cover; border-radius: 8px; border: 2px solid #8C1515;""\n                                           muted autoplay loop>\n                                    </video>\n                                </div>\n                                \n                                <div style=""text-align: center;"">\n                                    <div style=""font-size: 20px; font-weight: bold; margin-bottom: 15px; color: #28a745;"">Object B (Your Choice)</div>\n                                    <video id=""video2"" src=""/general_assets/videos_familiarobjs/File 10.mp4"" \n                                           style=""width: 350px; height: 250px; object-fit: cover; border-radius: 8px; border: 4px solid #28a745;""\n                                           muted autoplay loop>\n                                    </video>\n                                </div>\n                            </div>\n                            \n                            <div style=""margin-top: 40px; max-width: 800px; margin-left: auto; margin-right: auto;"">\n                                <h3 style=""font-size: 22px; margin-bottom: 20px; color: #333;"">\n                                    Please explain why you chose Object B as more complex:\n                                </h3>\n                                <textarea id=""explanation-text"" \n                                          placeholder=""Type your explanation here..."" \n                                          style=""width: 100%; height: 150px; padding: 20px; border: 2px solid #8C1515; border-radius: 8px; font-size: 16px; font-family: Arial, sans-serif; resize: vertical; box-sizing: border-box;""\n                                          required></textarea>\n                            </div>\n                        </div>\n                    ",,,,File 9.mp4,File 10.mp4,"Object B has more textures, more pieces, a mechanism/hinge."
6895364160c1d27b582a0f6b,7731,comparison_trial,12,391297,0,5be2dab1dc5b8d0001ce18a9,68953131762dbff38dcaae6a,689533b8b0e973258bfb6b26,0,1,"\n                        <div style=""text-align: center; padding: 20px; max-width: 1000px; margin: 0 auto;"">\n                            <h2 style=""font-size: 28px; margin-bottom: 40px; color: #333;"">\n                                Which object is more complex?\n                            </h2>\n                            \n                            <div style=""display: flex; justify-content: center; align-items: flex-start; gap: 60px; margin: 40px 0;"">\n                                <div style=""text-align: center;"">\n                                    <div style=""font-size: 20px; font-weight: bold; margin-bottom: 15px; color: #8C1515;"">Object A</div>\n                                    <video id=""video1"" src=""/general_assets/videos_familiarobjs/File 24.mp4"" \n                                           style=""width: 350px; height: 250px; object-fit: cover; border-radius: 8px; border: 2px solid #8C1515;""\n                                           muted loop>\n                                    </video>\n                                </div>\n                                \n                                <div style=""text-align: center;"">\n                                    <div style=""font-size: 20px; font-weight: bold; margin-bottom: 15px; color: #8C1515;"">Object B</div>\n                                    <video id=""video2"" src=""/general_assets/videos_familiarobjs/File 18.mp4"" \n                                           style=""width: 350px; height: 250px; object-fit: cover; border-radius: 8px; border: 2px solid #8C1515;""\n                                           muted loop>\n                                    </video>\n                                </div>\n                            </div>\n                            \n                            <p id=""instruction-text"" style=""margin-top: 30px; font-size: 18px; color: #666; max-width: 600px; margin-left: auto; margin-right: auto;"">\n                                Please wait for both videos to finish playing before making your choice.\n                            </p>\n                            \n                            <div id=""explanation-section"" style=""display: none; margin-top: 30px;"">\n                                <h3 style=""font-size: 22px; margin-bottom: 20px; color: #333;"">Please explain your choice:</h3>\n                                <textarea id=""explanation-text"" \n                                          placeholder=""Type your explanation here..."" \n                                          style=""width: 80%; max-width: 600px; height: 120px; padding: 15px; border: 2px solid #8C1515; border-radius: 8px; font-size: 16px; font-family: Arial, sans-serif; resize: vertical;""\n                                          required></textarea>\n                                <br><br>\n                                <button id=""submit-explanation"" class=""jspsych-btn"" style=""font-size: 18px; padding: 15px 30px; background-color: #8C1515; color: white; border: none; border-radius: 8px; cursor: pointer; min-width: 200px;"">\n                                    Continue\n                                </button>\n                            </div>\n                        </div>\n                    ",main_experiment,File 18.mp4,Object B,File 24.mp4,File 18.mp4,
6895364160c1d27b582a0f6d,6164,comparison_trial,8,267522,0,5be2dab1dc5b8d0001ce18a9,68953131762dbff38dcaae6a,689533b8b0e973258bfb6b26,0,1,"\n                        <div style=""text-align: center; padding: 20px; max-width: 1000px; margin: 0 auto;"">\n                            <h2 style=""font-size: 28px; margin-bottom: 40px; color: #333;"">\n                                Which object is more complex?\n                            </h2>\n                            \n                            <div style=""display: flex; justify-content: center; align-items: flex-start; gap: 60px; margin: 40px 0;"">\n                                <div style=""text-align: center;"">\n                                    <div style=""font-size: 20px; font-weight: bold; margin-bottom: 15px; color: #8C1515;"">Object A</div>\n                                    <video id=""video1"" src=""/general_assets/videos_familiarobjs/File 4.mp4"" \n                                           style=""width: 350px; height: 250px; object-fit: cover; border-radius: 8px; border: 2px solid #8C1515;""\n                                           muted loop>\n                                    </video>\n                                </div>\n                                \n                                <div style=""text-align: center;"">\n                                    <div style=""font-size: 20px; font-weight: bold; margin-bottom: 15px; color: #8C1515;"">Object B</div>\n                                    <video id=""video2"" src=""/general_assets/videos_familiarobjs/File 9.mp4"" \n                                           style=""width: 350px; height: 250px; object-fit: cover; border-radius: 8px; border: 2px solid #8C1515;""\n                                           muted loop>\n                                    </video>\n                                </div>\n                            </div>\n                            \n                            <p id=""instruction-text"" style=""margin-top: 30px; font-size: 18px; color: #666; max-width: 600px; margin-left: auto; margin-right: auto;"">\n                                Please wait for both videos to finish playing before making your choice.\n                            </p>\n                            \n                            <div id=""explanation-section"" style=""display: none; margin-top: 30px;"">\n                                <h3 style=""font-size: 22px; margin-bottom: 20px; color: #333;"">Please explain your choice:</h3>\n                                <textarea id=""explanation-text"" \n                                          placeholder=""Type your explanation here..."" \n                                          style=""width: 80%; max-width: 600px; height: 120px; padding: 15px; border: 2px solid #8C1515; border-radius: 8px; font-size: 16px; font-family: Arial, sans-serif; resize: vertical;""\n                                          required></textarea>\n                                <br><br>\n                                <button id=""submit-explanation"" class=""jspsych-btn"" style=""font-size: 18px; padding: 15px 30px; background-color: #8C1515; color: white; border: none; border-radius: 8px; cursor: pointer; min-width: 200px;"">\n                                    Continue\n                                </button>\n                            </div>\n                        </div>\n                    ",main_experiment,File 9.mp4,Object B,File 4.mp4,File 9.mp4,
6895364160c1d27b582a0f6f,66493,explanation_trial,9,334020,0,5be2dab1dc5b8d0001ce18a9,68953131762dbff38dcaae6a,689533b8b0e973258bfb6b26,0,0,"\n                        <div style=""text-align: center; padding: 20px; max-width: 1000px; margin: 0 auto;"">\n                            <h2 style=""font-size: 28px; margin-bottom: 40px; color: #333;"">\n                                Explain Your Choice\n                            </h2>\n                            \n                            <div style=""display: flex; justify-content: center; align-items: flex-start; gap: 60px; margin: 40px 0;"">\n                                <div style=""text-align: center;"">\n                                    <div style=""font-size: 20px; font-weight: bold; margin-bottom: 15px; color: #8C1515;"">Object A</div>\n                                    <video id=""video1"" src=""/general_assets/videos_familiarobjs/File 4.mp4"" \n                                           style=""width: 350px; height: 250px; object-fit: cover; border-radius: 8px; border: 2px solid #8C1515;""\n                                           muted autoplay loop>\n                                    </video>\n                                </div>\n                                \n                                <div style=""text-align: center;"">\n                                    <div style=""font-size: 20px; font-weight: bold; margin-bottom: 15px; color: #28a745;"">Object B (Your Choice)</div>\n                                    <video id=""video2"" src=""/general_assets/videos_familiarobjs/File 9.mp4"" \n                                           style=""width: 350px; height: 250px; object-fit: cover; border-radius: 8px; border: 4px solid #28a745;""\n                                           muted autoplay loop>\n                                    </video>\n                                </div>\n                            </div>\n                            \n                            <div style=""margin-top: 40px; max-width: 800px; margin-left: auto; margin-right: auto;"">\n                                <h3 style=""font-size: 22px; margin-bottom: 20px; color: #333;"">\n                                    Please explain why you chose Object B as more complex:\n                                </h3>\n                                <textarea id=""explanation-text"" \n                                          placeholder=""Type your explanation here..."" \n                                          style=""width: 100%; height: 150px; padding: 20px; border: 2px solid #8C1515; border-radius: 8px; font-size: 16px; font-family: Arial, sans-serif; resize: vertical; box-sizing: border-box;""\n                                          required></textarea>\n                            </div>\n                        </div>\n                    ",,,,File 4.mp4,File 9.mp4,"Object B is circular, but contains several layers on top, with more circles on the tape. There is in an interior circle that has a ridge on it. Object A is just a smooth cylinder."
6895364160c1d27b582a0f71,6095,comparison_trial,10,340119,0,5be2dab1dc5b8d0001ce18a9,68953131762dbff38dcaae6a,689533b8b0e973258bfb6b26,0,1,"\n                        <div style=""text-align: center; padding: 20px; max-width: 1000px; margin: 0 auto;"">\n                            <h2 style=""font-size: 28px; margin-bottom: 40px; color: #333;"">\n                                Which object is more complex?\n                            </h2>\n                            \n                            <div style=""display: flex; justify-content: center; align-items: flex-start; gap: 60px; margin: 40px 0;"">\n                                <div style=""text-align: center;"">\n                                    <div style=""font-size: 20px; font-weight: bold; margin-bottom: 15px; color: #8C1515;"">Object A</div>\n                                    <video id=""video1"" src=""/general_assets/videos_familiarobjs/File 9.mp4"" \n                                           style=""width: 350px; height: 250px; object-fit: cover; border-radius: 8px; border: 2px solid #8C1515;""\n                                           muted loop>\n                                    </video>\n                                </div>\n                                \n                                <div style=""text-align: center;"">\n                                    <div style=""font-size: 20px; font-weight: bold; margin-bottom: 15px; color: #8C1515;"">Object B</div>\n                                    <video id=""video2"" src=""/general_assets/videos_familiarobjs/File 10.mp4"" \n                                           style=""width: 350px; height: 250px; object-fit: cover; border-radius: 8px; border: 2px solid #8C1515;""\n                                           muted loop>\n                                    </video>\n                                </div>\n                            </div>\n                            \n                            <p id=""instruction-text"" style=""margin-top: 30px; font-size: 18px; color: #666; max-width: 600px; margin-left: auto; margin-right: auto;"">\n                                Please wait for both videos to finish playing before making your choice.\n                            </p>\n                            \n                            <div id=""explanation-section"" style=""display: none; margin-top: 30px;"">\n                                <h3 style=""font-size: 22px; margin-bottom: 20px; color: #333;"">Please explain your choice:</h3>\n                                <textarea id=""explanation-text"" \n                                          placeholder=""Type your explanation here..."" \n                                          style=""width: 80%; max-width: 600px; height: 120px; padding: 15px; border: 2px solid #8C1515; border-radius: 8px; font-size: 16px; font-family: Arial, sans-serif; resize: vertical;""\n                                          required></textarea>\n                                <br><br>\n                                <button id=""submit-explanation"" class=""jspsych-btn"" style=""font-size: 18px; padding: 15px 30px; background-color: #8C1515; color: white; border: none; border-radius: 8px; cursor: pointer; min-width: 200px;"">\n                                    Continue\n                                </button>\n                            </div>\n                        </div>\n                    ",main_experiment,File 10.mp4,Object B,File 9.mp4,File 10.mp4,
6895364160c1d27b582a0f73,40253,explanation_trial,13,431553,0,5be2dab1dc5b8d0001ce18a9,68953131762dbff38dcaae6a,689533b8b0e973258bfb6b26,0,0,"\n                        <div style=""text-align: center; padding: 20px; max-width: 1000px; margin: 0 auto;"">\n                            <h2 style=""font-size: 28px; margin-bottom: 40px; color: #333;"">\n                                Explain Your Choice\n                            </h2>\n                            \n                            <div style=""display: flex; justify-content: center; align-items: flex-start; gap: 60px; margin: 40px 0;"">\n                                <div style=""text-align: center;"">\n                                    <div style=""font-size: 20px; font-weight: bold; margin-bottom: 15px; color: #8C1515;"">Object A</div>\n                                    <video id=""video1"" src=""/general_assets/videos_familiarobjs/File 24.mp4"" \n                                           style=""width: 350px; height: 250px; object-fit: cover; border-radius: 8px; border: 2px solid #8C1515;""\n                                           muted autoplay loop>\n                                    </video>\n                                </div>\n                                \n                                <div style=""text-align: center;"">\n                                    <div style=""font-size: 20px; font-weight: bold; margin-bottom: 15px; color: #28a745;"">Object B (Your Choice)</div>\n                                    <video id=""video2"" src=""/general_assets/videos_familiarobjs/File 18.mp4"" \n                                           style=""width: 350px; height: 250px; object-fit: cover; border-radius: 8px; border: 4px solid #28a745;""\n                                           muted autoplay loop>\n                                    </video>\n                                </div>\n                            </div>\n                            \n                            <div style=""margin-top: 40px; max-width: 800px; margin-left: auto; margin-right: auto;"">\n                                <h3 style=""font-size: 22px; margin-bottom: 20px; color: #333;"">\n                                    Please explain why you chose Object B as more complex:\n                                </h3>\n                                <textarea id=""explanation-text"" \n                                          placeholder=""Type your explanation here..."" \n                                          style=""width: 100%; height: 150px; padding: 20px; border: 2px solid #8C1515; border-radius: 8px; font-size: 16px; font-family: Arial, sans-serif; resize: vertical; box-sizing: border-box;""\n                                          required></textarea>\n                            </div>\n                        </div>\n                    ",,,,File 24.mp4,File 18.mp4,"Object B has text/grid lines, it has a moving/sliding piece, it is several different colours, it has ridges on the back."
6895364160c1d27b582a0f75,8166,comparison_trial,14,439722,0,5be2dab1dc5b8d0001ce18a9,68953131762dbff38dcaae6a,689533b8b0e973258bfb6b26,0,1,"\n                        <div style=""text-align: center; padding: 20px; max-width: 1000px; margin: 0 auto;"">\n                            <h2 style=""font-size: 28px; margin-bottom: 40px; color: #333;"">\n                                Which object is more complex?\n                            </h2>\n                            \n                            <div style=""display: flex; justify-content: center; align-items: flex-start; gap: 60px; margin: 40px 0;"">\n                                <div style=""text-align: center;"">\n                                    <div style=""font-size: 20px; font-weight: bold; margin-bottom: 15px; color: #8C1515;"">Object A</div>\n                                    <video id=""video1"" src=""/general_assets/videos_familiarobjs/File 22.mp4"" \n                                           style=""width: 350px; height: 250px; object-fit: cover; border-radius: 8px; border: 2px solid #8C1515;""\n                                           muted loop>\n                                    </video>\n                                </div>\n                                \n                                <div style=""text-align: center;"">\n                                    <div style=""font-size: 20px; font-weight: bold; margin-bottom: 15px; color: #8C1515;"">Object B</div>\n                                    <video id=""video2"" src=""/general_assets/videos_familiarobjs/File 13.mp4"" \n                                           style=""width: 350px; height: 250px; object-fit: cover; border-radius: 8px; border: 2px solid #8C1515;""\n                                           muted loop>\n                                    </video>\n                                </div>\n                            </div>\n                            \n                            <p id=""instruction-text"" style=""margin-top: 30px; font-size: 18px; color: #666; max-width: 600px; margin-left: auto; margin-right: auto;"">\n                                Please wait for both videos to finish playing before making your choice.\n                            </p>\n                            \n                            <div id=""explanation-section"" style=""display: none; margin-top: 30px;"">\n                                <h3 style=""font-size: 22px; margin-bottom: 20px; color: #333;"">Please explain your choice:</h3>\n                                <textarea id=""explanation-text"" \n                                          placeholder=""Type your explanation here..."" \n                                          style=""width: 80%; max-width: 600px; height: 120px; padding: 15px; border: 2px solid #8C1515; border-radius: 8px; font-size: 16px; font-family: Arial, sans-serif; resize: vertical;""\n                                          required></textarea>\n                                <br><br>\n                                <button id=""submit-explanation"" class=""jspsych-btn"" style=""font-size: 18px; padding: 15px 30px; background-color: #8C1515; color: white; border: none; border-radius: 8px; cursor: pointer; min-width: 200px;"">\n                                    Continue\n                                </button>\n                            </div>\n                        </div>\n                    ",main_experiment,File 13.mp4,Object B,File 22.mp4,File 13.mp4,
6895364160c1d27b582a0f77,11397,comparison_trial,18,556628,0,5be2dab1dc5b8d0001ce18a9,68953131762dbff38dcaae6a,689533b8b0e973258bfb6b26,0,0,"\n                        <div style=""text-align: center; padding: 20px; max-width: 1000px; margin: 0 auto;"">\n                            <h2 style=""font-size: 28px; margin-bottom: 40px; color: #333;"">\n                                Which object is more complex?\n                            </h2>\n                            \n                            <div style=""display: flex; justify-content: center; align-items: flex-start; gap: 60px; margin: 40px 0;"">\n                                <div style=""text-align: center;"">\n                                    <div style=""font-size: 20px; font-weight: bold; margin-bottom: 15px; color: #8C1515;"">Object A</div>\n                                    <video id=""video1"" src=""/general_assets/videos_familiarobjs/File 31.mp4"" \n                                           style=""width: 350px; height: 250px; object-fit: cover; border-radius: 8px; border: 2px solid #8C1515;""\n                                           muted loop>\n                                    </video>\n                                </div>\n                                \n                                <div style=""text-align: center;"">\n                                    <div style=""font-size: 20px; font-weight: bold; margin-bottom: 15px; color: #8C1515;"">Object B</div>\n                                    <video id=""video2"" src=""/general_assets/videos_familiarobjs/File 26.mp4"" \n                                           style=""width: 350px; height: 250px; object-fit: cover; border-radius: 8px; border: 2px solid #8C1515;""\n                                           muted loop>\n                                    </video>\n                                </div>\n                            </div>\n                            \n                            <p id=""instruction-text"" style=""margin-top: 30px; font-size: 18px; color: #666; max-width: 600px; margin-left: auto; margin-right: auto;"">\n                                Please wait for both videos to finish playing before making your choice.\n                            </p>\n                            \n                            <div id=""explanation-section"" style=""display: none; margin-top: 30px;"">\n                                <h3 style=""font-size: 22px; margin-bottom: 20px; color: #333;"">Please explain your choice:</h3>\n                                <textarea id=""explanation-text"" \n                                          placeholder=""Type your explanation here..."" \n                                          style=""width: 80%; max-width: 600px; height: 120px; padding: 15px; border: 2px solid #8C1515; border-radius: 8px; font-size: 16px; font-family: Arial, sans-serif; resize: vertical;""\n                                          required></textarea>\n                                <br><br>\n                                <button id=""submit-explanation"" class=""jspsych-btn"" style=""font-size: 18px; padding: 15px 30px; background-color: #8C1515; color: white; border: none; border-radius: 8px; cursor: pointer; min-width: 200px;"">\n                                    Continue\n                                </button>\n                            </div>\n                        </div>\n                    ",main_experiment,File 31.mp4,Object A,File 31.mp4,File 26.mp4,
6895364160c1d27b582a0f79,41655,explanation_trial,19,598286,0,5be2dab1dc5b8d0001ce18a9,68953131762dbff38dcaae6a,689533b8b0e973258bfb6b26,0,0,"\n                        <div style=""text-align: center; padding: 20px; max-width: 1000px; margin: 0 auto;"">\n                            <h2 style=""font-size: 28px; margin-bottom: 40px; color: #333;"">\n                                Explain Your Choice\n                            </h2>\n                            \n                            <div style=""display: flex; justify-content: center; align-items: flex-start; gap: 60px; margin: 40px 0;"">\n                                <div style=""text-align: center;"">\n                                    <div style=""font-size: 20px; font-weight: bold; margin-bottom: 15px; color: #28a745;"">Object A (Your Choice)</div>\n                                    <video id=""video1"" src=""/general_assets/videos_familiarobjs/File 31.mp4"" \n                                           style=""width: 350px; height: 250px; object-fit: cover; border-radius: 8px; border: 4px solid #28a745;""\n                                           muted autoplay loop>\n                                    </video>\n                                </div>\n                                \n                                <div style=""text-align: center;"">\n                                    <div style=""font-size: 20px; font-weight: bold; margin-bottom: 15px; color: #8C1515;"">Object B</div>\n                                    <video id=""video2"" src=""/general_assets/videos_familiarobjs/File 26.mp4"" \n                                           style=""width: 350px; height: 250px; object-fit: cover; border-radius: 8px; border: 2px solid #8C1515;""\n                                           muted autoplay loop>\n                                    </video>\n                                </div>\n                            </div>\n                            \n                            <div style=""margin-top: 40px; max-width: 800px; margin-left: auto; margin-right: auto;"">\n                                <h3 style=""font-size: 22px; margin-bottom: 20px; color: #333;"">\n                                    Please explain why you chose Object A as more complex:\n                                </h3>\n                                <textarea id=""explanation-text"" \n                                          placeholder=""Type your explanation here..."" \n                                          style=""width: 100%; height: 150px; padding: 20px; border: 2px solid #8C1515; border-radius: 8px; font-size: 16px; font-family: Arial, sans-serif; resize: vertical; box-sizing: border-box;""\n                                          required></textarea>\n                            </div>\n                        </div>\n                    ",,,,File 31.mp4,File 26.mp4,"This is close, but object A has multiple breaks in the design, making accordian like, lots of protruding pieces (legs, tail, etc)."
6895364160c1d27b582a0f7b,85896,explanation_trial,7,261355,0,5be2dab1dc5b8d0001ce18a9,68953131762dbff38dcaae6a,689533b8b0e973258bfb6b26,0,0,"\n                        <div style=""text-align: center; padding: 20px; max-width: 1000px; margin: 0 auto;"">\n                            <h2 style=""font-size: 28px; margin-bottom: 40px; color: #333;"">\n                                Explain Your Choice\n                            </h2>\n                            \n                            <div style=""display: flex; justify-content: center; align-items: flex-start; gap: 60px; margin: 40px 0;"">\n                                <div style=""text-align: center;"">\n                                    <div style=""font-size: 20px; font-weight: bold; margin-bottom: 15px; color: #28a745;"">Object A (Your Choice)</div>\n                                    <video id=""video1"" src=""/general_assets/videos_familiarobjs/File 3.mp4"" \n                                           style=""width: 350px; height: 250px; object-fit: cover; border-radius: 8px; border: 4px solid #28a745;""\n                                           muted autoplay loop>\n                                    </video>\n                                </div>\n                                \n                                <div style=""text-align: center;"">\n                                    <div style=""font-size: 20px; font-weight: bold; margin-bottom: 15px; color: #8C1515;"">Object B</div>\n                                    <video id=""video2"" src=""/general_assets/videos_familiarobjs/File 10.mp4"" \n                                           style=""width: 350px; height: 250px; object-fit: cover; border-radius: 8px; border: 2px solid #8C1515;""\n                                           muted autoplay loop>\n                                    </video>\n                                </div>\n                            </div>\n                            \n                            <div style=""margin-top: 40px; max-width: 800px; margin-left: auto; margin-right: auto;"">\n                                <h3 style=""font-size: 22px; margin-bottom: 20px; color: #333;"">\n                                    Please explain why you chose Object A as more complex:\n                                </h3>\n                                <textarea id=""explanation-text"" \n                                          placeholder=""Type your explanation here..."" \n                                          style=""width: 100%; height: 150px; padding: 20px; border: 2px solid #8C1515; border-radius: 8px; font-size: 16px; font-family: Arial, sans-serif; resize: vertical; box-sizing: border-box;""\n                                          required></textarea>\n                            </div>\n                        </div>\n                    ",,,,File 3.mp4,File 10.mp4,"There are multiple elements to object A, there are several different shapes of surfaces (rounded, flat, ridged), there are protuding pieces, indended pieces and groved elements."
6895364160c1d27b582a0f7d,55490,explanation_trial,15,495216,0,5be2dab1dc5b8d0001ce18a9,68953131762dbff38dcaae6a,689533b8b0e973258bfb6b26,0,0,"\n                        <div style=""text-align: center; padding: 20px; max-width: 1000px; margin: 0 auto;"">\n                            <h2 style=""font-size: 28px; margin-bottom: 40px; color: #333;"">\n                                Explain Your Choice\n                            </h2>\n                            \n                            <div style=""display: flex; justify-content: center; align-items: flex-start; gap: 60px; margin: 40px 0;"">\n                                <div style=""text-align: center;"">\n                                    <div style=""font-size: 20px; font-weight: bold; margin-bottom: 15px; color: #8C1515;"">Object A</div>\n                                    <video id=""video1"" src=""/general_assets/videos_familiarobjs/File 22.mp4"" \n                                           style=""width: 350px; height: 250px; object-fit: cover; border-radius: 8px; border: 2px solid #8C1515;""\n                                           muted autoplay loop>\n                                    </video>\n                                </div>\n                                \n                                <div style=""text-align: center;"">\n                                    <div style=""font-size: 20px; font-weight: bold; margin-bottom: 15px; color: #28a745;"">Object B (Your Choice)</div>\n                                    <video id=""video2"" src=""/general_assets/videos_familiarobjs/File 13.mp4"" \n                                           style=""width: 350px; height: 250px; object-fit: cover; border-radius: 8px; border: 4px solid #28a745;""\n                                           muted autoplay loop>\n                                    </video>\n                                </div>\n                            </div>\n                            \n                            <div style=""margin-top: 40px; max-width: 800px; margin-left: auto; margin-right: auto;"">\n                                <h3 style=""font-size: 22px; margin-bottom: 20px; color: #333;"">\n                                    Please explain why you chose Object B as more complex:\n                                </h3>\n                                <textarea id=""explanation-text"" \n                                          placeholder=""Type your explanation here..."" \n                                          style=""width: 100%; height: 150px; padding: 20px; border: 2px solid #8C1515; border-radius: 8px; font-size: 16px; font-family: Arial, sans-serif; resize: vertical; box-sizing: border-box;""\n                                          required></textarea>\n                            </div>\n                        </div>\n                    ",,,,File 22.mp4,File 13.mp4,"Object B has a protrusion, a spring, a connector (screw), has two different materials and colours. "
